id,year,author_or_institution,title,source_type,book_use,url
ch17-001,2023,European Commission,Guidelines on the applicability of Article 101 TFEU to horizontal co-operation agreements,Regulatory guidance (secondary summary),"2023 Horizontal Guidelines' 'collusion by code' language on algorithmic pricing and information exchange; Chapter: 17; Notes: Effective July 1, 2023; cross-checked against Freshfields and Global Competition Review summaries.",https://www.lexology.com/library/detail.aspx?g=cd49c630-9cf6-462b-8ef3-a149966edb08
ch17-002,2017,Margrethe Vestager,"Algorithms and competition (Bundeskartellamt 18th Conference on Competition, Berlin)",Speech (secondary summary),Vestager's 'can't escape responsibility for collusion by hiding behind a computer program' quotation; Chapter: 17; Notes: Direct European Commission speech-archive access was not available in this research session; quotation cross-checked across multiple secondary legal summaries.,https://competition-forum.com/pricing-algorithms-competition-law-how-to-think-optimally-the-european-competition-law-framework-for-pricing-algorithms/
ch17-003,2025,Global Competition Review,EU competition authorities zero in on antitrust risks of algorithmic pricing,Legal industry commentary,Linsey McCallum's July 2025 confirmation of multiple ongoing EU algorithmic-pricing inquiries; Chapter: 17; Notes: Also source for UK Competition and Markets Authority parallel enforcement priority.,https://globalcompetitionreview.com/guide/digital-markets-guide/fifth-edition/article/eu-competition-authorities-zero-in-antitrust-risks-of-algorithmic-pricing
ch17-004,2025,General Court of the European Union,"Michelin v Commission, Case T-188/24",Judicial opinion (secondary summary),Michelin's challenge to the Commission's January 2024 AI-assisted dawn raid and the General Court's July 2025 judgment; Chapter: 17; Notes: Cross-checked against Noerr's summary of the AI-assisted earnings-call screening methodology.,https://www.lexology.com/library/detail.aspx?g=434927b0-f479-4b9f-afaf-d3701bfa64f2
ch18-001,2026,Jay Ezrielev,Critique of algorithmic-collusion court reasoning,Expert commentary (secondary summary),Argument that courts crediting hub-and-spoke claims have not established a genuine punishment/enforcement mechanism; Chapter: 18; Notes: Cited in a California Lawyers Association antitrust-section publication on AI and antitrust.,https://competition.scholasticahq.com/article/124368
ch18-002,2025,Truth on the Market,Legal Challenges to Algorithmic Pricing May Undermine Market-Process Improvements,Policy commentary,Skeptical case that aggressive algorithmic-pricing litigation risks chilling beneficial market-process innovation; Chapter: 18; Notes: Representative of law-and-economics-oriented skepticism toward expansive hub-and-spoke liability.,https://truthonthemarket.com/2025/12/08/legal-challenges-to-algorithmic-pricing-may-undermine-market-process-improvements/
ch18-003,2026,Mercatus Center,"The Case for Algorithmic Pricing: Consumer Welfare, Market Efficiency, and Policy Missteps",Policy brief,Consumer-welfare defense of algorithmic pricing and critique of overbroad regulatory responses; Chapter: 18; Notes: Used as the strongest available industry-sympathetic counter-argument to the book's central thesis.,https://www.mercatus.org/research/policy-briefs/case-algorithmic-pricing-consumer-welfare-market-efficiency-and-policy
ch19-001,1945,Friedrich A. Hayek,The Use of Knowledge in Society,"Academic journal article (American Economic Review, vol. 35, no. 4)",Central framework: prices as an information-aggregation mechanism for dispersed knowledge; Chapter: 19; Notes: Also consulted via the Online Library of Liberty's annotated edition and Santa Fe Institute reprint.,https://www.econlib.org/library/Essays/hykKnw.html
ch19-002,1920,Arthur C. Pigou,The Economics of Welfare,Academic treatise (secondary summary),"Original taxonomy of first-, second-, and third-degree price discrimination; Chapter: 19; Notes: Pigou's original taxonomy accessed via secondary academic summaries rather than the primary 1920 text directly.",https://www.sciencedirect.com/science/article/abs/pii/S014829632100727X
ch19-003,2011,American Economic Review,Top 20 Articles list (100th-anniversary retrospective),Journal retrospective (secondary summary),Hayek's 1945 essay's selection as one of the AER's top 20 articles in its first century; Chapter: 19; Notes: General reference confirming the essay's canonical status; consulted via secondary summaries of the retrospective.,https://www.aeaweb.org/
ch20-001,2026,OpenAI,Buy it in ChatGPT: Instant Checkout and the Agentic Commerce Protocol,Company announcement,OpenAI's 2025 Instant Checkout launch and its Agentic Commerce Protocol design; Chapter: 20; Notes: Retirement and Walmart conversion figures drawn from the Hypotenuse AI and Digital Applied retrospectives (2026).,https://openai.com/index/buy-it-in-chatgpt/
ch20-002,2026,Hypotenuse AI,ChatGPT Instant Checkout: What Happened to It in 2026,Industry retrospective,"March 2026 retirement of Instant Checkout, thirty live merchants, and Walmart's conversion-rate comparison; Chapter: 20; Notes: Cross-checked against Digital Applied's 'Why AI Checkout Stalled' analysis.",https://www.hypotenuse.ai/blog/chatgpts-instant-checkout-the-next-phase-of-agentic-commerce
ch20-003,2026,Opascope,AI Shopping Assistant Guide 2026: Agentic Commerce Protocols,Industry analysis,"$3-5 trillion McKinsey agentic-commerce projection by 2030, and Google/Shopify's Universal Commerce Protocol; Chapter: 20; Notes: Figure reported secondhand across multiple 2026 agentic-commerce industry guides; not independently verified against a primary McKinsey publication.",https://opascope.com/insights/ai-shopping-assistant-guide-2026-agentic-commerce-protocols/
ch20-004,2026,DLA Piper,"Old Crime, New Code: DOJ puts algorithmic collusion in the crosshairs",Law-firm client alert,"Daniel Glad's May 2026 'Old Crime, New Code' remarks and the 'knowing use of an algorithm' formulation; Chapter: 20; Notes: Cross-checked against Arnold & Porter's Q1 2026 antitrust-agency insights summary and Gail Slater's August 2025 remarks.",https://www.dlapiper.com/en-us/insights/publications/2026/06/doj-antitrust-division-puts-focus-on-algorithmic-collusion
ch20-005,2026,Goodwin,Antitrust & Competition Technology 1H 2026 Update,Law-firm client alert,February 2026 joint FTC/DOJ inquiry to update 2000-era competitor-collaboration guidance for the AI era; Chapter: 20; Notes: Used for the chapter's account of the agencies' anticipatory posture toward foundation-model-based pricing coordination.,https://www.goodwinlaw.com/en/insights/publications/2026/07/insights-technology-antc-antitrust-competition-technology-1h-2026
